window_idx,true_label,original_xgboost_score,counterfactual_perfect_score,improvement,reduction_pct
2965,0,0.000148,0.999999,0.999851,675529.36
2966,1,0.999959,0.999999,4e-05,0.0
2967,1,0.999859,0.999999,0.00014,0.01
2968,1,0.99995,0.999999,4.9e-05,0.0
2969,1,0.999941,0.999999,5.8e-05,0.01
2970,0,0.000164,0.999999,0.999835,609618.32
2971,1,0.999865,0.999999,0.000134,0.01
2972,0,0.319342,0.999999,0.680657,213.14
2973,0,5.3e-05,0.999999,0.999946,1886334.65
2974,1,0.99993,0.999999,6.9e-05,0.01
2975,0,2.8e-05,0.999999,0.999971,3570049.98
2976,1,0.994764,0.999999,0.005235,0.53
2977,0,0.000254,0.999999,0.999745,393584.9
2978,1,0.989959,0.999999,0.01004,1.01
2979,0,0.000118,0.999999,0.999881,847284.98
2980,0,9.1e-05,0.999999,0.999908,1098679.27
2981,1,0.999759,0.999999,0.00024,0.02
2982,0,5.5e-05,0.999999,0.999944,1817749.5
2983,1,0.999893,0.999999,0.000106,0.01
2984,0,0.000187,0.999999,0.999812,534630.23
2985,1,0.999298,0.999999,0.000701,0.07
2986,0,0.000847,0.999999,0.999152,117962.24
2987,0,0.000108,0.999999,0.999891,925739.28
2988,1,0.999921,0.999999,7.8e-05,0.01
2989,0,0.000154,0.999999,0.999845,649207.84
2990,1,0.999002,0.999999,0.000997,0.1
2991,0,0.001532,0.999999,0.998467,65173.66
2992,1,0.998446,0.999999,0.001553,0.16
2993,0,0.000114,0.999999,0.999885,877015.17
2994,0,0.015627,0.999999,0.984372,6299.17
2995,1,0.999953,0.999999,4.6e-05,0.0
2996,1,0.999769,0.999999,0.00023,0.02
2997,1,0.999809,0.999999,0.00019,0.02
2998,0,0.000224,0.999999,0.999775,446308.2
2999,1,0.999966,0.999999,3.3e-05,0.0
3000,0,0.000405,0.999999,0.999594,246807.24
3001,0,0.000178,0.999999,0.999821,561665.64
3002,0,0.000774,0.999999,0.999225,129097.17
3003,1,0.99997,0.999999,2.9e-05,0.0
3004,0,0.141285,0.999999,0.858714,607.79
3005,1,0.999258,0.999999,0.000741,0.07
3006,1,0.998454,0.999999,0.001545,0.15
3007,0,0.00086,0.999999,0.999139,116177.6
3008,0,0.000769,0.999999,0.99923,129937.19
3009,0,0.002352,0.999999,0.997647,42416.78
3010,0,4.2e-05,0.999999,0.999957,2380283.27
3011,0,0.000217,0.999999,0.999782,460707.8
3012,1,0.999944,0.999999,5.5e-05,0.01
3013,0,0.015897,0.999999,0.984102,6190.48
3014,0,0.000156,0.999999,0.999843,640883.92
3015,1,0.999967,0.999999,3.2e-05,0.0
3016,1,0.999842,0.999999,0.000157,0.02
3017,1,0.999862,0.999999,0.000137,0.01
3018,0,0.00012,0.999999,0.999879,833163.07
3019,1,0.994513,0.999999,0.005486,0.55
3020,0,0.000192,0.999999,0.999807,520705.69
3021,0,3.5e-05,0.999999,0.999964,2856223.94
3022,1,0.999521,0.999999,0.000478,0.05
3023,1,0.999879,0.999999,0.00012,0.01
3024,0,0.000372,0.999999,0.999627,268709.71
3025,1,0.999716,0.999999,0.000283,0.03
3026,1,0.999942,0.999999,5.7e-05,0.01
3027,0,0.000497,0.999999,0.999502,201103.0
3028,0,0.000103,0.999999,0.999896,970678.57
3029,0,0.00049,0.999999,0.999509,203977.27
3030,0,0.003821,0.999999,0.996178,26071.06
3031,1,0.998876,0.999999,0.001123,0.11
3032,1,0.982156,0.999999,0.017843,1.82
3033,0,0.000164,0.999999,0.999835,609618.32
3034,1,0.998507,0.999999,0.001492,0.15
3035,0,0.000104,0.999999,0.999895,961345.06
3036,1,0.971542,0.999999,0.028458,2.93
3037,0,0.000309,0.999999,0.99969,323513.8
3038,0,5.4e-05,0.999999,0.999945,1851407.15
3039,0,8.4e-05,0.999999,0.999915,1190233.31
3040,1,0.994851,0.999999,0.005148,0.52
3041,1,0.99985,0.999999,0.000148,0.01
3042,1,0.979683,0.999999,0.020316,2.07
3043,1,0.999874,0.999999,0.000125,0.01
3044,0,0.00033,0.999999,0.999669,302920.82
3045,0,0.000833,0.999999,0.999166,119946.46
3046,1,0.999827,0.999999,0.000172,0.02
3047,0,9.3e-05,0.999999,0.999906,1075052.14
3048,0,9.9e-05,0.999999,0.9999,1009897.99
3049,1,0.999777,0.999999,0.000222,0.02
3050,1,0.99991,0.999999,8.9e-05,0.01
3051,1,0.999807,0.999999,0.000192,0.02
3052,1,0.995168,0.999999,0.004831,0.49
3053,0,0.001797,0.999999,0.998202,55547.94
3054,0,0.000135,0.999999,0.999864,740585.14
3055,0,0.002869,0.999999,0.99713,34755.19
3056,1,0.999889,0.999999,0.00011,0.01
3057,1,0.999924,0.999999,7.5e-05,0.01
3058,1,0.999759,0.999999,0.00024,0.02
3059,1,0.999857,0.999999,0.000142,0.01
3060,0,4.6e-05,0.999999,0.999953,2173338.4
3061,0,0.000159,0.999999,0.99984,628790.64
3062,1,0.999847,0.999999,0.000152,0.02
3063,0,4.9e-05,0.999999,0.99995,2040297.9
3064,0,0.000732,0.999999,0.999267,136510.02
3065,1,0.999844,0.999999,0.000155,0.02
3066,0,0.000724,0.999999,0.999275,138019.5
3067,1,0.999596,0.999999,0.000403,0.04
3068,0,0.003774,0.999999,0.996225,26396.99
3069,0,0.000364,0.999999,0.999635,274617.46
3070,1,0.99992,0.999999,7.8e-05,0.01
3071,0,0.000215,0.999999,0.999784,464994.19
3072,1,0.999958,0.999999,4.1e-05,0.0
3073,0,6.2e-05,0.999999,0.999937,1612541.53
3074,0,8.5e-05,0.999999,0.999914,1176231.03
3075,1,0.994347,0.999999,0.005652,0.57
3076,0,0.000276,0.999999,0.999723,362205.35
3077,0,0.000287,0.999999,0.999712,348319.57
3078,0,0.000151,0.999999,0.999848,662107.15
3079,1,0.999745,0.999999,0.000254,0.03
3080,0,0.000135,0.999999,0.999864,740585.14
3081,1,0.999856,0.999999,0.000142,0.01
3082,1,0.999912,0.999999,8.7e-05,0.01
3083,1,0.99972,0.999999,0.000279,0.03
3084,0,0.000262,0.999999,0.999737,381564.44
3085,1,0.999875,0.999999,0.000124,0.01
3086,1,0.999971,0.999999,2.8e-05,0.0
3087,0,0.073427,0.999999,0.926572,1261.9
3088,1,0.999922,0.999999,7.7e-05,0.01
3089,0,0.000157,0.999999,0.999842,636801.48
3090,0,0.000201,0.999999,0.999798,497387.19
3091,0,3e-05,0.999999,0.999969,3332119.29
3092,0,3.4e-05,0.999999,0.999965,2940208.76
3093,0,0.001929,0.999999,0.99807,51740.01
3094,1,0.999956,0.999999,4.3e-05,0.0
3095,1,0.999934,0.999999,6.5e-05,0.01
3096,1,0.99994,0.999999,5.9e-05,0.01
3097,0,5.8e-05,0.999999,0.999941,1723739.01
3098,1,0.999528,0.999999,0.000471,0.05
3099,0,4.5e-05,0.999999,0.999954,2221626.31
3100,1,0.917001,0.999999,0.082998,9.05
3101,0,0.000377,0.999999,0.999622,265144.69
3102,1,0.999949,0.999999,5e-05,0.01
3103,0,0.003054,0.999999,0.996945,32643.8
3104,0,0.000237,0.999999,0.999762,421822.71
3105,0,8.1e-05,0.999999,0.999918,1234314.28
3106,1,0.999827,0.999999,0.000172,0.02
3107,1,0.990101,0.999999,0.009898,1.0
3108,1,0.999974,0.999999,2.5e-05,0.0
3109,0,5.5e-05,0.999999,0.999944,1817749.5
3110,0,0.000324,0.999999,0.999675,308532.14
3111,1,0.999971,0.999999,2.8e-05,0.0
3112,0,8.4e-05,0.999999,0.999915,1190233.31
3113,0,0.000108,0.999999,0.999891,925739.28
3114,0,8e-05,0.999999,0.999919,1249742.53
3115,1,0.999882,0.999999,0.000117,0.01
3116,1,0.998086,0.999999,0.001913,0.19
3117,0,3e-05,0.999999,0.999969,3332119.29
3118,0,0.001112,0.999999,0.998887,89827.16
3119,0,0.000313,0.999999,0.999686,319378.29
3120,1,0.999234,0.999999,0.000765,0.08
3121,1,0.999831,0.999999,0.000168,0.02
3122,0,0.000559,0.999999,0.99944,178787.5
3123,0,4.1e-05,0.999999,0.999958,2438327.24
3124,1,0.999917,0.999999,8.2e-05,0.01
3125,1,0.99984,0.999999,0.000159,0.02
3126,1,0.99974,0.999999,0.000259,0.03
3127,1,0.99998,0.999999,1.9e-05,0.0
3128,1,0.999964,0.999999,3.5e-05,0.0
3129,1,0.999849,0.999999,0.00015,0.02
3130,1,0.999915,0.999999,8.4e-05,0.01
3131,0,0.00012,0.999999,0.999879,833163.07
3132,1,0.999887,0.999999,0.000112,0.01
3133,1,0.999923,0.999999,7.6e-05,0.01
3134,0,0.000336,0.999999,0.999663,297509.9
3135,1,0.999514,0.999999,0.000485,0.05
3136,0,0.012739,0.999999,0.98726,7749.9
3137,0,0.000103,0.999999,0.999896,970678.57
3138,0,0.001998,0.999999,0.998001,49949.75
3139,0,3.4e-05,0.999999,0.999965,2940208.76
3140,0,8.2e-05,0.999999,0.999917,1219262.29
3141,1,0.998871,0.999999,0.001128,0.11
3142,0,0.000217,0.999999,0.999782,460707.8
3143,1,0.999304,0.999999,0.000695,0.07
3144,1,0.999966,0.999999,3.3e-05,0.0
3145,1,0.999937,0.999999,6.2e-05,0.01
3146,0,0.000142,0.999999,0.999857,704075.07
3147,0,0.002582,0.999999,0.997417,38629.48
3148,0,2.7e-05,0.999999,0.999972,3702228.8
3149,0,0.000317,0.999999,0.999682,315347.15
3150,1,0.999162,0.999999,0.000837,0.08
3151,1,0.999929,0.999999,7e-05,0.01
3152,0,0.000476,0.999999,0.999523,209979.41
3153,0,8.4e-05,0.999999,0.999915,1190233.31
3154,1,0.999924,0.999999,7.5e-05,0.01
3155,1,0.999894,0.999999,0.000105,0.01
3156,0,0.000187,0.999999,0.999812,534630.23
3157,0,0.000159,0.999999,0.99984,628790.64
3158,1,0.999912,0.999999,8.7e-05,0.01
3159,0,0.000362,0.999999,0.999637,276135.19
3160,1,0.999961,0.999999,3.8e-05,0.0
3161,0,0.000375,0.999999,0.999624,266559.29
3162,1,0.999925,0.999999,7.4e-05,0.01
3163,0,8.1e-05,0.999999,0.999918,1234314.28
3164,0,0.00029,0.999999,0.999709,344715.35
3165,0,0.000181,0.999999,0.999818,552355.12
3166,0,0.000144,0.999999,0.999855,694295.54
3167,1,0.999835,0.999999,0.000164,0.02
3168,0,0.114224,0.999999,0.885775,775.47
3169,0,0.000731,0.999999,0.999268,136696.9
3170,0,0.000225,0.999999,0.999774,444324.25
3171,1,0.997118,0.999999,0.002881,0.29
3172,1,0.999872,0.999999,0.000127,0.01
3173,1,0.999134,0.999999,0.000865,0.09
3174,0,0.000206,0.999999,0.999793,485312.85
3175,1,0.999907,0.999999,9.2e-05,0.01
3176,1,0.998774,0.999999,0.001225,0.12
3177,1,0.232585,0.999999,0.767414,329.95
3178,1,0.999955,0.999999,4.4e-05,0.0
3179,0,0.000126,0.999999,0.999873,793487.02
3180,0,5.4e-05,0.999999,0.999945,1851407.15
3181,1,0.999935,0.999999,6.4e-05,0.01
3182,0,0.006711,0.999999,0.993288,14800.87
3183,0,0.000336,0.999999,0.999663,297509.9
3184,1,0.999874,0.999999,0.000125,0.01
3185,1,0.999035,0.999999,0.000964,0.1
3186,1,0.99973,0.999999,0.000269,0.03
3187,0,0.00019,0.999999,0.999809,526187.57
3188,1,0.570007,0.999999,0.429992,75.44
3189,1,0.999944,0.999999,5.5e-05,0.01
3190,1,0.998124,0.999999,0.001875,0.19
3191,1,0.773912,0.999999,0.226087,29.21
3192,0,3.6e-05,0.999999,0.999963,2776903.64
3193,0,0.000693,0.999999,0.999306,144197.92
3194,1,0.999962,0.999999,3.7e-05,0.0
3195,1,0.999953,0.999999,4.6e-05,0.0
3196,0,0.000114,0.999999,0.999885,877015.17
3197,1,0.995162,0.999999,0.004837,0.49
3198,0,3.3e-05,0.999999,0.999966,3029282.04
3199,0,0.000335,0.999999,0.999664,298398.26
3200,1,0.997734,0.999999,0.002265,0.23
3201,0,2e-05,0.999999,0.999979,4997396.3
3202,0,0.001517,0.999999,0.998482,65819.08
3203,0,0.000352,0.999999,0.999647,283982.56
3204,0,4.6e-05,0.999999,0.999953,2173338.4
3205,1,0.999906,0.999999,9.3e-05,0.01
3206,0,7.7e-05,0.999999,0.999922,1298431.37
3207,1,0.629144,0.999999,0.370855,58.95
3208,0,0.000913,0.999999,0.999086,109427.72
3209,0,1.8e-05,0.999999,0.999981,5552365.35
3210,0,0.000115,0.999999,0.999884,869388.75
3211,0,3e-05,0.999999,0.999969,3332119.29
3212,1,0.999909,0.999999,9e-05,0.01
3213,1,0.999398,0.999999,0.000601,0.06
3214,1,0.999803,0.999999,0.000196,0.02
3215,0,0.000125,0.999999,0.999874,799835.21
3216,0,0.000332,0.999999,0.999667,301095.45
3217,0,8.3e-05,0.999999,0.999916,1204572.94
3218,1,0.999761,0.999999,0.000238,0.02
3219,0,0.000166,0.999999,0.999833,602272.75
3220,0,6e-05,0.999999,0.999939,1666287.29
3221,0,0.02051,0.999999,0.979489,4775.66
3222,1,0.999941,0.999999,5.8e-05,0.01
3223,0,0.000167,0.999999,0.999832,598665.95
3224,1,0.999892,0.999999,0.000107,0.01
3225,0,0.015786,0.999999,0.984213,6234.72
3226,0,0.000841,0.999999,0.999158,118804.53
3227,0,0.000184,0.999999,0.999815,543348.19
3228,0,0.000331,0.999999,0.999668,302005.38
3229,1,0.999971,0.999999,2.8e-05,0.0
3230,0,0.046677,0.999999,0.953322,2042.38
3231,1,0.999924,0.999999,7.5e-05,0.01
3232,1,0.973754,0.999999,0.026245,2.7
3233,0,0.000178,0.999999,0.999821,561665.64
3234,0,0.000197,0.999999,0.999802,507487.94
3235,0,0.000248,0.999999,0.999751,403109.15
3236,1,0.999898,0.999999,0.000101,0.01
3237,1,0.999862,0.999999,0.000137,0.01
3238,1,0.999783,0.999999,0.000216,0.02
3239,1,0.999165,0.999999,0.000834,0.08
3240,0,0.000627,0.999999,0.999372,159386.93
3241,1,0.999271,0.999999,0.000728,0.07
3242,0,0.000406,0.999999,0.999593,246199.11
3243,0,0.000119,0.999999,0.99988,840164.69
3244,0,0.001217,0.999999,0.998782,82068.51
3245,0,5.8e-05,0.999999,0.999941,1723739.01
3246,0,0.000101,0.999999,0.999898,989900.01
3247,1,0.999947,0.999999,5.2e-05,0.01
3248,1,0.999916,0.999999,8.4e-05,0.01
3249,0,0.000759,0.999999,0.99924,131650.44
3250,1,0.999839,0.999999,0.00016,0.02
3251,1,0.999787,0.999999,0.000212,0.02
3252,0,0.000355,0.999999,0.999644,281581.93
3253,1,0.999966,0.999999,3.3e-05,0.0
3254,1,0.999847,0.999999,0.000152,0.02
3255,1,0.999918,0.999999,8.1e-05,0.01
3256,0,7.8e-05,0.999999,0.999921,1281785.67
3257,0,5.5e-05,0.999999,0.999944,1817749.5
3258,0,0.000305,0.999999,0.999694,327757.78
3259,0,0.000149,0.999999,0.99985,670995.24
3260,1,0.99993,0.999999,6.9e-05,0.01
3261,1,0.996704,0.999999,0.003295,0.33
3262,0,0.000344,0.999999,0.999655,290588.94
3263,0,5.8e-05,0.999999,0.999941,1723739.01
3264,0,0.00025,0.999999,0.999749,399883.6
3265,0,0.001282,0.999999,0.998717,77902.43
3266,0,0.001487,0.999999,0.998512,67148.98
3267,0,7e-05,0.999999,0.999929,1428265.96
3268,1,0.999982,0.999999,1.7e-05,0.0
3269,0,0.000251,0.999999,0.999748,398290.11
3270,0,0.000717,0.999999,0.999282,139367.93
3271,0,0.000617,0.999999,0.999382,161971.77
3272,0,3.8e-05,0.999999,0.999961,2630784.0
3273,1,0.999946,0.999999,5.3e-05,0.01
3274,1,0.999939,0.999999,6e-05,0.01
3275,1,0.999832,0.999999,0.000167,0.02
3276,0,0.000113,0.999999,0.999886,884776.57
3277,1,0.998842,0.999999,0.001157,0.12
3278,1,0.999968,0.999999,3.1e-05,0.0
3279,1,0.999051,0.999999,0.000948,0.09
3280,0,0.001577,0.999999,0.998422,63311.08
3281,1,0.999795,0.999999,0.000204,0.02
3282,1,0.999816,0.999999,0.000183,0.02
3283,0,0.000619,0.999999,0.99938,161448.12
3284,0,3.2e-05,0.999999,0.999967,3123920.65
3285,0,0.006694,0.999999,0.993305,14838.71
3286,1,0.999951,0.999999,4.8e-05,0.0
3287,0,0.000113,0.999999,0.999886,884776.57
3288,0,5.1e-05,0.999999,0.999948,1960297.98
3289,0,0.00306,0.999999,0.996939,32579.6
3290,0,7.5e-05,0.999999,0.999924,1333054.26
3291,0,0.000832,0.999999,0.999167,120090.74
3292,1,0.998476,0.999999,0.001523,0.15
3293,0,0.973199,0.999999,0.0268,2.75
3294,0,0.000502,0.999999,0.999497,199099.02
3295,1,0.999862,0.999999,0.000137,0.01
3296,1,0.999919,0.999999,8e-05,0.01
3297,0,6.4e-05,0.999999,0.999935,1562154.35
3298,0,0.001023,0.999999,0.998976,97650.66
3299,1,0.99984,0.999999,0.000159,0.02
3300,0,0.000253,0.999999,0.999746,395140.9
3301,1,0.999956,0.999999,4.3e-05,0.0
3302,0,0.000467,0.999999,0.999532,214027.97
3303,1,0.999412,0.999999,0.000587,0.06
3304,1,0.999956,0.999999,4.3e-05,0.0
3305,1,0.999808,0.999999,0.000191,0.02
3306,1,0.138113,0.999999,0.861886,624.04
3307,0,0.387183,0.999999,0.612816,158.28
3308,0,3.2e-05,0.999999,0.999967,3123920.65
3309,1,0.999926,0.999999,7.3e-05,0.01
3310,1,0.999835,0.999999,0.000164,0.02
3311,0,0.000419,0.999999,0.99958,238557.55
3312,1,0.997885,0.999999,0.002114,0.21
3313,0,0.002108,0.999999,0.997891,47338.06
3314,1,0.999856,0.999999,0.000143,0.01
3315,1,0.999446,0.999999,0.000553,0.06
3316,0,0.000261,0.999999,0.999738,383026.7
3317,1,0.999758,0.999999,0.000241,0.02
3318,0,5.6e-05,0.999999,0.999943,1785293.7
3319,1,0.996735,0.999999,0.003264,0.33
3320,1,0.999783,0.999999,0.000216,0.02
3321,1,0.999873,0.999999,0.000126,0.01
3322,0,9.2e-05,0.999999,0.999907,1086737.31
3323,1,0.999907,0.999999,9.2e-05,0.01
3324,1,0.999951,0.999999,4.8e-05,0.0
3325,1,0.999958,0.999999,4.1e-05,0.0
3326,0,0.001176,0.999999,0.998823,84933.21
3327,0,6.7e-05,0.999999,0.999932,1492213.1
3328,1,0.999916,0.999999,8.3e-05,0.01
3329,0,0.000219,0.999999,0.99978,456499.7
3330,1,0.998362,0.999999,0.001637,0.16
3331,1,0.999732,0.999999,0.000267,0.03
3332,1,0.999936,0.999999,6.3e-05,0.01
3333,0,0.001275,0.999999,0.998724,78330.68
3334,0,0.001234,0.999999,0.998765,80936.54
3335,1,0.99992,0.999999,7.9e-05,0.01
3336,1,0.999891,0.999999,0.000108,0.01
3337,1,0.999791,0.999999,0.000208,0.02
3338,1,0.999901,0.999999,9.8e-05,0.01
3339,0,0.003001,0.999999,0.996998,33222.08
3340,1,0.999918,0.999999,8.1e-05,0.01
3341,1,0.999803,0.999999,0.000196,0.02
3342,0,6.1e-05,0.999999,0.999938,1638973.94
3343,1,0.999381,0.999999,0.000618,0.06
3344,1,0.999924,0.999999,7.5e-05,0.01
3345,0,4.8e-05,0.999999,0.999951,2082797.33
3346,1,0.988985,0.999999,0.011014,1.11
3347,0,0.000347,0.999999,0.999652,288075.85
3348,0,4.3e-05,0.999999,0.999956,2324938.39
3349,1,0.999878,0.999999,0.000121,0.01
3350,1,0.999973,0.999999,2.6e-05,0.0
3351,1,0.916896,0.999999,0.083103,9.06
3352,1,0.999313,0.999999,0.000686,0.07
3353,1,0.999949,0.999999,5e-05,0.01
3354,1,0.99997,0.999999,2.9e-05,0.0
3355,0,0.010209,0.999999,0.98979,9695.26
3356,1,0.997598,0.999999,0.002401,0.24
3357,0,0.002328,0.999999,0.997671,42855.1
3358,0,8.8e-05,0.999999,0.999911,1136133.39
3359,0,0.000264,0.999999,0.999735,378673.16
3360,0,0.006955,0.999999,0.993044,14278.11
3361,1,0.99987,0.999999,0.000129,0.01
3362,1,0.999907,0.999999,9.2e-05,0.01
3363,0,6.2e-05,0.999999,0.999937,1612541.53
3364,1,0.99754,0.999999,0.002459,0.25
3365,0,0.172688,0.999999,0.827311,479.08
3366,0,0.000826,0.999999,0.999173,120963.79
3367,0,0.000697,0.999999,0.999302,143369.82
3368,0,0.000452,0.999999,0.999547,221133.82
3369,1,0.99957,0.999999,0.000429,0.04
3370,0,4.9e-05,0.999999,0.99995,2040297.9
3371,0,0.000623,0.999999,0.999376,160410.91
3372,1,0.999751,0.999999,0.000248,0.02
3373,1,0.99996,0.999999,3.9e-05,0.0
3374,0,0.001847,0.999999,0.998152,54041.5
3375,0,0.002306,0.999999,0.997693,43264.9
3376,0,0.000365,0.999999,0.999634,273864.83
3377,0,0.000141,0.999999,0.999858,709068.86
3378,0,0.0007,0.999999,0.999299,142754.96
3379,0,0.003705,0.999999,0.996294,26890.45
3380,1,0.999909,0.999999,9e-05,0.01
3381,0,0.000504,0.999999,0.999495,198308.57
3382,0,0.000852,0.999999,0.999147,117269.4
3383,0,0.069251,0.999999,0.930748,1344.02
3384,1,0.999925,0.999999,7.4e-05,0.01
3385,0,5.1e-05,0.999999,0.999948,1960297.98
3386,1,0.999789,0.999999,0.00021,0.02
3387,0,5.8e-05,0.999999,0.999941,1723739.01
3388,0,0.000235,0.999999,0.999764,425413.39
3389,1,0.999505,0.999999,0.000494,0.05
3390,0,8.8e-05,0.999999,0.999911,1136133.39
3391,0,0.001668,0.999999,0.998331,59851.62
3392,1,0.997636,0.999999,0.002363,0.24
3393,0,5.2e-05,0.999999,0.999947,1922605.27
3394,0,0.000194,0.999999,0.999805,515336.84
3395,0,0.000138,0.999999,0.999861,724484.46
3396,1,0.999936,0.999999,6.3e-05,0.01
3397,1,0.999951,0.999999,4.8e-05,0.0
3398,0,7e-05,0.999999,0.999929,1428265.96
3399,0,0.000374,0.999999,0.999625,267272.27
3400,1,0.999908,0.999999,9.1e-05,0.01
3401,1,0.999918,0.999999,8.1e-05,0.01
3402,0,0.00119,0.999999,0.998809,83932.82
3403,0,0.000126,0.999999,0.999873,793487.02
3404,0,0.0031,0.999999,0.996899,32157.93
3405,0,0.001554,0.999999,0.998445,64249.59
3406,0,1.8e-05,0.999999,0.999981,5552365.35
3407,0,0.000188,0.999999,0.999811,531786.08
3408,1,0.999936,0.999999,6.3e-05,0.01
3409,1,0.999734,0.999999,0.000265,0.03
3410,0,0.00086,0.999999,0.999139,116177.6
3411,1,0.999985,0.999999,1.4e-05,0.0
3412,0,0.000102,0.999999,0.999897,980195.08
3413,1,0.999256,0.999999,0.000743,0.07
3414,0,0.04101,0.999999,0.958989,2338.43
3415,1,0.999664,0.999999,0.000335,0.03
3416,1,0.965473,0.999999,0.034526,3.58
3417,0,9.5e-05,0.999999,0.999904,1052419.75
3418,0,3.9e-05,0.999999,0.99996,2563342.73
3419,1,0.99996,0.999999,3.9e-05,0.0
3420,1,0.99983,0.999999,0.000169,0.02
3421,0,0.000126,0.999999,0.999873,793487.02
3422,1,0.999872,0.999999,0.000127,0.01
3423,0,0.166683,0.999999,0.833316,499.94
3424,1,0.999753,0.999999,0.000246,0.02
3425,0,0.000117,0.999999,0.999882,854526.96
3426,1,0.275915,0.999999,0.724084,262.43
3427,1,0.999931,0.999999,6.8e-05,0.01
3428,0,0.000545,0.999999,0.999454,183382.69
3429,1,0.999937,0.999999,6.2e-05,0.01
3430,0,0.000309,0.999999,0.99969,323513.8
3431,0,0.000358,0.999999,0.999641,279221.53
3432,1,0.999948,0.999999,5.1e-05,0.01
3433,1,0.999825,0.999999,0.000174,0.02
3434,0,0.000353,0.999999,0.999646,283177.81
3435,0,0.000107,0.999999,0.999892,934391.18
3436,1,0.999746,0.999999,0.000253,0.03
3437,0,0.000277,0.999999,0.999722,360897.44
3438,0,0.00023,0.999999,0.999769,434663.28
3439,1,0.999534,0.999999,0.000464,0.05
3440,0,0.000251,0.999999,0.999748,398290.11
3441,0,0.000411,0.999999,0.999588,243202.84
3442,1,0.999313,0.999999,0.000686,0.07
3443,0,0.0002,0.999999,0.999799,499874.51
3444,0,0.000365,0.999999,0.999634,273864.83
3445,1,0.846626,0.999999,0.153373,18.12
3446,0,0.000272,0.999999,0.999727,367533.18
3447,0,0.001637,0.999999,0.998362,60986.92
3448,0,0.001826,0.999999,0.998173,54664.16
3449,0,0.00026,0.999999,0.999739,384500.21
3450,1,0.993277,0.999999,0.006722,0.68
3451,1,0.99988,0.999999,0.000119,0.01
3452,1,0.999973,0.999999,2.6e-05,0.0
3453,1,0.999713,0.999999,0.000286,0.03
3454,1,0.999941,0.999999,5.8e-05,0.01
3455,1,0.998328,0.999999,0.001671,0.17
3456,1,0.999859,0.999999,0.00014,0.01
3457,1,0.999922,0.999999,7.7e-05,0.01
3458,0,0.000269,0.999999,0.99973,371633.02
3459,0,4.7e-05,0.999999,0.999952,2127104.87
3460,0,0.093643,0.999999,0.906356,967.88
3461,1,0.999678,0.999999,0.000321,0.03
3462,1,0.999771,0.999999,0.000228,0.02
3463,1,0.999694,0.999999,0.000305,0.03
3464,1,0.999946,0.999999,5.3e-05,0.01
3465,0,6.2e-05,0.999999,0.999937,1612541.53
3466,0,0.000916,0.999999,0.999083,109069.01
3467,0,5.3e-05,0.999999,0.999946,1886334.65
3468,1,0.999966,0.999999,3.3e-05,0.0
3469,0,2.6e-05,0.999999,0.999973,3844571.32
3470,0,4.4e-05,0.999999,0.999955,2272108.61
3471,0,0.000185,0.999999,0.999814,540410.79
3472,1,0.999239,0.999999,0.00076,0.08
3473,1,0.999933,0.999999,6.6e-05,0.01
3474,0,0.000202,0.999999,0.999797,494924.51
3475,0,0.001075,0.999999,0.998924,92922.3
3476,0,0.000211,0.999999,0.999788,473810.72
3477,1,0.999681,0.999999,0.000318,0.03
3478,0,0.000124,0.999999,0.999875,806285.78
3479,1,0.999395,0.999999,0.000604,0.06
3480,0,0.000231,0.999999,0.999768,432781.26
3481,0,0.000338,0.999999,0.999661,295748.94
3482,0,0.00066,0.999999,0.999339,151412.71
3483,1,0.999852,0.999999,0.000147,0.01
3484,0,0.000108,0.999999,0.999891,925739.28
3485,0,4.7e-05,0.999999,0.999952,2127104.87
3486,0,0.919451,0.999999,0.080548,8.76
3487,0,0.000218,0.999999,0.999781,458594.1
3488,0,0.018136,0.999999,0.981863,5413.89
3489,0,8e-05,0.999999,0.999919,1249742.53
3490,0,0.000148,0.999999,0.999851,675529.36
3491,1,0.999923,0.999999,7.6e-05,0.01
3492,0,2.6e-05,0.999999,0.999973,3844571.32
3493,0,0.000649,0.999999,0.99935,153980.68
3494,0,3.1e-05,0.999999,0.999968,3224663.01
3495,0,0.00043,0.999999,0.999569,232452.5
3496,0,0.000219,0.999999,0.99978,456499.7
3497,1,0.999896,0.999999,0.000103,0.01
3498,0,0.000828,0.999999,0.999171,120671.37
3499,0,0.000362,0.999999,0.999637,276135.19
3500,0,0.000172,0.999999,0.999827,581260.97
3501,1,0.999044,0.999999,0.000955,0.1
3502,1,0.999842,0.999999,0.000157,0.02
3503,0,0.000874,0.999999,0.999125,114315.05
3504,1,0.99925,0.999999,0.000749,0.07
3505,1,0.999942,0.999999,5.7e-05,0.01
3506,0,0.00015,0.999999,0.999849,666521.57
3507,0,0.001028,0.999999,0.998971,97175.22
3508,1,0.999747,0.999999,0.000252,0.03
3509,0,0.000268,0.999999,0.999731,373020.04
3510,1,0.99991,0.999999,8.9e-05,0.01
3511,1,0.999829,0.999999,0.00017,0.02
3512,1,0.99993,0.999999,6.9e-05,0.01
3513,1,0.999877,0.999999,0.000122,0.01
3514,1,0.999096,0.999999,0.000903,0.09
3515,1,0.999968,0.999999,3.1e-05,0.0
3516,1,0.997888,0.999999,0.002111,0.21
3517,0,6.2e-05,0.999999,0.999937,1612541.53
